,damage,stcode,ccode,rain1hr,raintot,stide,stidemhhw,windmax,year,gdp,pop,region
635,0,48,7,18.56468023,117.7136628,0.837355441,0.636009196,35.1371315,1999,386303.3075,22528.16165,1
636,0,48,297,8.207908163,70.0028699,0,0,37.81087892,1999,383551.0872,11531.63158,1
637,0,48,131,5.218188623,43.8669599,0,0,45.23751912,1999,835435.8496,12909.73684,1
638,0,48,409,12.99375,138.2692308,0,0,38.90884221,1999,1515685.786,66405.50451,1
639,1450,37,133,25.67692308,169.1955113,1.470431489,0.738790471,51.83305297,1999,4175916.817,144536.115,2
640,10000,37,31,24.35782164,207.8215008,1.296519595,0.694364471,54.93996149,1999,1203108.633,59721.28571,2
641,10000,37,95,12.97265625,199.062928,1.194118979,0.725405378,53.60579821,1999,145308.7556,6021.021053,2
642,12000,37,55,21.65260152,220.0603797,1.673239492,1.086686578,53.29942732,1999,1162253.161,31168.47895,2
643,10,37,53,7.041044776,138.7730076,1.70054673,1.102598005,43.1593575,1999,261583.3534,18995.84962,2
644,5,51,810,6.10755814,84.74471884,1.700967815,1.097430765,38.51828021,1999,12168943.64,427068.8504,3
645,5,51,710,8.175,84.346875,1.461184431,1.005284431,35.87841568,1999,16694945.62,239701.7977,3
646,3,51,800,12.29664179,115.8466119,1.631413901,1.130613901,36.89419812,1999,1718879.301,69250.2188,3
647,0,51,93,15.70089286,100.2579194,1.470487605,0.990645823,35.38799007,1999,1648650.146,30578.14662,3
648,0,51,181,15.48611111,99.08178644,1.059602575,0.734969669,33.91258595,1999,725646.1594,7116.403008,3
649,5,51,700,9.572916667,70.68897059,1.342224354,0.873824354,34.70192443,1999,5959794.481,184253.2233,3
650,3,51,199,9.553977273,75.72097976,1.073111552,0.681711552,34.41329547,1999,836266.568,59683.37744,3
651,0,51,95,9.256465517,77.18951149,1.059583897,0.716367282,33.56675627,1999,1187256.939,49818.36391,3
652,0,51,127,11.57169118,90.97165805,0.982454181,0.493871852,32.24435504,1999,115942.8564,13011.15188,3
653,0,51,97,8.8875,68.00694655,0.9823393,0.492458923,32.17833977,1999,123322.7241,6633.660902,3
654,3,51,131,13.38368056,61.41575493,1.547887535,0.850887535,35.27752542,1999,429132.4316,13079.94361,3
655,0,24,9,5.010416667,10.57996032,0.383423283,0.100858966,30.08005338,1999,1806743.665,80758.19248,3
656,0,24,3,6.773767606,29.84645806,0.449573801,0.183263255,28.93603852,1999,18281161.04,489018.0624,3
657,0,10,5,7.37627551,23.0683383,0.847857187,0.144221505,32.30612522,1999,5153511.003,153781.0917,3
658,0,34,9,2.255681818,2.539772727,1.016789974,0.106407489,31.05298615,1999,3480131.011,102971.3955,3
659,0,34,1,1.286931818,1.395596591,0.806849637,0.097349637,30.3316014,1999,11450496.37,267163.9158,3
660,0,34,29,0.022676991,0.022676991,0.87267074,0.15517074,29.70488606,1999,11603776.2,529945.2248,3
661,0,34,25,0.03125,0.03125,1.075830159,0.247137293,28.19970919,1999,22505195.57,628853.9714,3
662,0,36,87,0,0,0.645650068,0.08143314,26.43930638,1999,12703524.29,287751.1008,3
663,0,54,31,2.53125,32.81568858,0,0,25.86882157,1999,280037.7383,13177.60977,3
664,0,54,27,2.106770833,15.94183721,0,0,25.79444189,1999,251402.8098,21709.30827,3
665,0,51,65,5.490056818,40.79040404,0,0,29.0200894,1999,288262.5173,22152.03308,3
666,0,51,25,11.47514205,83.04545455,0,0,33.88971531,1999,90639.78722,18650.55263,3
667,0,51,840,12.5625,30.125,0,0,0,1999,1504855.793,24044.85865,3
668,0,51,183,19.89042208,112.865785,0,0,34.09127309,1999,228575.0992,12513.7594,3
669,7,51,790,1.1875,9.40625,0,0,0,1999,1070981.01,23320.54662,3
670,0,51,75,5.606944444,49.36371528,0,0,30.37391326,1999,329035.1143,17415.44962,3
671,0,51,109,6.550925926,52.0184319,0,0,29.62877107,1999,1026181.31,26267.27519,3
672,0,51,7,3.94212963,24.95991715,0,0,31.52566271,1999,144941.0481,11484.58797,3
673,10,51,660,3.65625,29.4375,0,0,26.61494855,1999,2251342.891,41053.73233,3
674,0,51,149,10.76829268,91.57198347,0,0,32.94415979,1999,879045.8692,33137.80376,3
675,0,51,135,4.170572917,23.72135417,0,0,32.04375862,1999,287653.4113,15956.12256,3
676,0,51,113,6.92375,53.24274439,0,0,27.79266396,1999,219240.2496,12943.33835,3
677,0,51,157,5.87202381,32.06646825,0,0,27.24614642,1999,126679.8639,7264.26015,3
678,0,51,79,10.01822917,59.26061647,0,0,27.74592902,1999,218399.5895,15988.09173,3
679,0,51,36,7.51953125,80.20195933,0,0,32.63533928,1999,110154.0316,7133.933083,3
680,0,51,47,5.305555556,35.98105435,0,0,28.17091605,1999,912059.2767,36197.80827,3
681,0,51,61,5.199097938,21.74004768,0,0,28.03747922,1999,1517358.95,57595.88647,3
682,20,51,15,2.036858974,28.4180813,0,0,27.46525413,1999,1070981.01,67277.90301,3
683,0,51,620,14.0625,97.9375,0,0,0,1999,265205.262,8385.686466,3
684,0,51,139,3.008333333,30.31403337,0,0,26.96094703,1999,439717.7301,23591.16541,3
685,0,51,49,4.464095745,25.62898936,0,0,29.94377694,1999,97644.63459,9224.378195,3
686,0,51,175,16.70131579,103.7497772,0,0,35.71445311,1999,265205.262,17911.72105,3
687,0,51,101,9.363095238,86.24255952,0,0,31.50751504,1999,292298.5361,13335.97744,3
688,0,51,87,11.36858974,90.90296856,0,0,31.63611992,1999,10225306.74,265182.1391,3
689,0,51,730,13.9375,101.0416667,0,0,32.22771081,1999,665609.7065,32996.74211,3
690,5,51,820,6.28125,55.25,0,0,0,1999,1070981.01,19551.14586,3
691,0,51,137,5.645833333,42.05166638,0,0,28.4241871,1999,452583.4391,26746.3782,3
692,0,51,69,2.144153226,16.9055914,0,0,26.11410127,1999,1504855.793,61030.10301,3
693,0,51,53,5.4375,64.79679785,0,0,33.05906395,1999,665609.7065,25071.25188,3
694,0,51,43,5.545673077,22.38822115,0,0,26.51664432,1999,388279.3113,13043.54662,3
695,0,51,83,5.16875,52.10180368,0,0,31.1431227,1999,1151849.637,37519.94436,3
696,0,51,111,6.833333333,32.02626812,0,0,32.32777122,1999,193622.3571,13344.83083,3
697,0,51,171,5.818333333,19.84801491,0,0,26.43215862,1999,943511.8797,36884.9797,3
698,0,51,670,8.0625,94.39583333,0,0,32.00393018,1999,879045.8692,22156.08421,3
699,0,51,165,2.935987903,29.06076039,0,0,27.10064102,1999,2251342.891,67842.09323,3
700,0,51,3,7.555681818,59.54309952,0,0,28.5312769,1999,2365425.224,83579.68722,3
701,0,51,85,10.51027397,89.5195403,0,0,31.07231999,1999,2513948.253,90157.49699,3
702,0,51,550,6.270089286,101.6043963,0,0,37.68338825,1999,5788322.374,198982.912,3
703,0,51,81,15.79755435,102.6277174,0,0,34.85096014,1999,183802.9432,12051.52932,3
704,3,51,1,5.294354839,31.09593408,1.549366358,0.88734531,34.81038129,1999,1633999.505,37290.26466,3
705,0,51,595,15.125,97.75,0,0,0,1999,183802.9432,5862.211278,3
706,0,51,540,7.375,63.125,0,0,0,1999,2365425.224,38943.98571,3
707,0,51,187,5.619932432,26.1413881,0,0,26.70865702,1999,616647.4835,32745.91203,3
708,0,51,145,7.363175676,43.53268036,0,0,30.52928556,1999,332975.8729,24344.96767,3
709,0,51,570,16.4375,99.21875,0,0,0,1999,665609.7065,17182.77594,3
710,0,51,125,4.638786765,42.14925373,0,0,28.42803513,1999,176717.5977,14726.35564,3
711,0,51,147,4.544318182,25.28068182,0,0,30.84426639,1999,398305.3361,20469.93534,3
712,0,51,510,9.125,22.84375,0,0,28.14654599,1999,9303011.784,119531.294,3
713,0,51,41,6.639285714,76.86194014,0,0,31.85207183,1999,8408063.06,262478.4331,3
714,0,51,117,5.331730769,42.99819712,0,0,33.09781756,1999,738968.918,33417.82857,3
715,0,42,45,3.28125,6.8875,0,0,27.98293632,1999,16084555.79,548490.8789,3
716,0,42,29,4.631756757,15.87433948,0,0,27.67914704,1999,21365709,444260.4797,3
717,0,42,11,9.983630952,22.8121125,0,0,26.8289068,1999,10745086.14,382341.1917,3
718,0,37,105,8.586111111,100.1235043,0,0,35.32644758,1999,2189383.6,48002.81203,2
719,0,37,7,4.213778409,19.43607955,0,0,34.54999979,1999,489854.8932,26900.48571,2
720,0,37,185,7.267857143,61.24330357,0,0,34.68822793,1999,249662.1496,20763.50827,2
721,5,37,15,10.02148438,113.4094372,0,0,41.1235282,1999,646639.7361,20696.3609,2
722,0,37,77,6.500753012,90.4049876,0,0,33.4623863,1999,1204673.956,51733.1391,2
723,0,37,181,5.762195122,64.4222561,0,0,33.78730722,1999,1075700.626,44303.99774,2
724,0,37,93,6.670362903,28.38552856,0,0,37.79561748,1999,736754.8662,33125.60376,2
725,0,37,125,3.449668142,36.68480156,0,0,35.78049432,1999,1557915.879,73456.16767,2
726,3900,37,103,11.67515432,133.9656207,0,0,51.0060596,1999,154246.4541,10318.83684,2
727,5,37,29,7.685096154,151.7892951,0,0,42.34538851,1999,147449.597,7629.471429,2
728,5,37,41,8.006944444,110.3167494,0,0,41.33337299,1999,328875.9797,14934.65338,2
729,5,37,139,9.057065217,154.1529014,0,0,41.94524174,1999,1023330.629,36462.58571,2
730,0,37,191,15.67816092,123.3518918,0,0,42.02349928,1999,3040775.67,114260.3105,2
731,0,37,83,8.155973451,108.249099,0,0,38.00626628,1999,1027258.367,58178.95789,2
732,0,37,65,14.80487805,124.3788631,0,0,39.45079013,1999,1891235.292,57725.02105,2
733,0,37,195,9.567708333,112.2501603,0,0,39.54879753,1999,3359564.209,74958.04436,2
734,0,37,183,5.780783582,134.8570369,0,0,35.95921794,1999,19657985.85,607704.894,2
735,0,37,165,9.334183673,29.6162704,0,0,37.99451779,1999,956799.3286,36516.26767,2
736,0,37,127,6.319117647,101.5870083,0,0,37.14318289,1999,2609539.61,89933.70526,2
737,0,37,85,6.4453125,78.62059791,0,0,37.57921828,1999,1260069.084,87342.16241,2
738,4500,37,137,13.92684659,184.2252441,0,0,51.91860315,1999,175849.8759,13076.94286,2
739,0,37,61,5.786259542,62.31754668,0,0,47.47706593,1999,1951213.332,51255.56842,2
740,0,37,177,11.13684211,173.4632863,0,0,46.46430697,1999,63185.69398,4391.030075,2
741,5300,37,49,12.77001953,164.7866855,0,0,52.89640748,1999,3036776.905,93056.60301,2
742,0,37,69,4.65472561,85.9740178,0,0,35.47898367,1999,653289.7504,48116.47519,2
743,0,37,131,14.41061047,106.8533203,0,0,37.3514137,1999,409429.3511,23107.95564,2
744,5,37,143,8.742924528,142.8145526,0,0,41.52860139,1999,139354.5594,11699.92632,2
745,0,37,79,12.04261364,104.4511849,0,0,42.27692581,1999,239734.7376,19903.47594,2
746,6000,37,117,8.425724638,105.3701122,0,0,42.63641813,1999,659796.3203,25664.14511,2
747,0,37,73,11.54779412,162.7971372,0,0,38.3303432,1999,120141.6444,11102.6188,2
748,0,37,91,9.371767241,124.7442877,0,0,38.02766283,1999,535240.0466,23774.56992,2
749,5000,37,13,7.686290323,146.4009376,0,0,48.51775925,1999,976783.1383,45628.76617,2
750,3000,37,187,13.19886364,123.9332041,0,0,43.70627074,1999,219577.8361,14063.48271,2
751,0,37,163,4.269506369,48.70302302,0,0,45.00968669,1999,1476951.673,60956.21128,2
752,0,37,101,5.639271654,80.68522645,0,0,38.71337932,1999,2148232.674,119662.7391,2
753,0,37,51,5.820754717,32.50252525,0,0,40.56802858,1999,9261651.613,297681.1361,2
754,0,37,107,9.898185484,86.99193548,0,0,45.39965892,1999,1447988.805,60514.06165,2
755,0,37,147,21.25,125.0746367,0,0,44.00551289,1999,3266326.968,135631.2218,2
756,0,37,153,4.369391026,19.32692308,0,0,35.91274533,1999,896239.2955,47080.46015,2
757,0,36,71,0,0,0,0,25.8998762,1999,8791621.992,352698.9895,3
758,0,34,31,0,0,0,0,26.51892525,1999,15354107.19,491458.0782,3
759,0,34,15,5.983418367,9.383928571,0,0,29.14741981,1999,7573931.299,265632.391,3
760,0,24,27,5.796052632,29.32401316,0,0,27.75752186,1999,10025244.12,245632.8782,3
761,0,24,33,2.804276316,21.10435193,0,0,29.23659459,1999,24414674.79,814478.0165,3
762,0,24,21,2.75,26.48125922,0,0,26.89321929,1999,5729065.089,202798.515,3
763,0,24,31,2.423701299,17.87702922,0,0,27.89056533,1999,43663760.62,869064.0398,3
764,0,11,1,2.8875,17.4125,0,0,28.09610213,1999,58624085.19,523897.7895,3
765,0,12,11,1.09775641,2.416338659,0.414083748,-0.014770394,24.82014627,1999,52462588.61,1620730.702,2
766,100,12,99,1.373298267,7.295139013,0.484359421,0.116910665,26.76604467,1999,37969973.82,1146368.414,2
767,50,12,111,1.784615385,4.815024693,0.591259838,0.112400447,26.57684595,1999,4250663.865,199442.3075,2
768,50,12,61,1.81495098,12.1076402,0.611367378,0.039155772,26.23402494,1999,2853313.956,113133.2714,2
769,5000,12,9,3.1208159,27.81220165,0.644966248,0.024134509,29.3137253,1999,13692785.8,485870.3353,2
770,55000,12,127,8.499722222,36.80202518,0.761745538,0.025452827,29.5778696,1999,9891165.874,448263.5211,2
771,60,12,35,4.787219101,21.97019684,0.815442441,0.073342146,29.34384758,1999,834659.8857,57192.11053,2
772,3000,12,109,2.239583333,19.49213119,0.95237402,0.110874513,29.09245339,1999,2173021.195,115069.7135,2
773,1000,12,31,5.591,23.78411957,1.014622398,0.103700131,28.77591573,1999,31925839.19,773821.7759,2
774,2500,12,89,7.099662162,24.26138474,1.039037658,0.090337658,28.09844724,1999,1136719.453,56643.00602,2
775,0,13,191,1.640813253,8.419908357,1.198615057,0.094215057,28.80193677,1999,142776.2789,11824.30752,2
776,0,13,179,0.926630435,6.193684408,1.228464328,0.120998655,28.51534541,1999,1829823.644,63549.07594,2
777,0,13,29,1.761867089,10.61330534,1.221226657,0.097876304,28.01892446,1999,171766.9008,21548.9782,2
778,0,13,51,3.30377907,22.51671512,1.3324768,0.230928943,29.94141792,1999,7279066.289,225940.2677,2
779,0,45,53,3.663925439,27.79161173,1.319907705,0.218707705,29.59722506,1999,239830.0827,19116.05489,2
780,0,45,13,6.496323529,54.30315781,1.236781569,0.243181569,32.46968508,1999,4036100.844,119976.9331,2
781,0,45,29,7.273695055,61.23531062,1.125265294,0.115885645,33.09919486,1999,784063.0158,39030.86692,2
782,0,45,19,5.453928571,49.32393745,1.298406499,0.467555069,45.51807916,1999,9881044.071,296538.5564,2
783,50000,37,19,23.07751623,134.3775882,2.322470203,1.597503827,55.99562991,1999,1969151.254,67855.18872,2
784,37000,37,129,39.97844828,190.4349457,2.328015822,1.608312305,57.67987313,1999,5430707.782,160685.0549,2
785,26000,37,141,51.8951049,228.805507,2.242742375,1.518680918,56.64471894,1999,391303.7444,38940.95038,2
786,21300,37,133,42.18557692,133.2881181,1.964213141,1.242011761,57.73831737,1999,4175916.817,144536.115,2
787,32000,37,31,4.907163743,7.981359649,1.651115459,0.959542598,56.96498858,1999,1203108.633,59721.28571,2
788,8000,37,95,3.031746032,5.732638889,0.653855012,0.18514141,54.52413442,1999,145308.7556,6021.021053,2
789,4000,37,55,0.239213198,1.33490385,0.518123752,-0.02766648,52.07973642,1999,1162253.161,31168.47895,2
790,4600,37,53,7.232276119,26.27227499,0.529107705,-0.069952062,50.53779501,1999,261583.3534,18995.84962,2
791,2200,51,810,12.78924419,55.79079457,0.572931557,0.128031557,48.3186416,1999,12168943.64,427068.8504,3
792,23400,51,710,24.51875,92.890625,0.814875392,0.370806044,47.31631559,1999,16694945.62,239701.7977,3
793,0,51,740,26.97916667,100.6354167,0.878780014,0.414780014,46.83632612,1999,3223036.827,98933.82481,3
794,22500,51,800,24.52891791,97.97686991,0.945313752,0.460519134,47.79605652,1999,1718879.301,69250.2188,3
795,11300,51,93,24.18080357,119.6972566,1.35078777,0.93688777,46.00112772,1999,1648650.146,30578.14662,3
796,7300,51,181,17.25555556,113.7540675,1.901173155,1.564921709,44.52430751,1999,725646.1594,7116.403008,3
797,32000,51,700,20.78676471,98.31801471,1.356033216,0.935333216,45.86498461,1999,5959794.481,184253.2233,3
798,0,51,650,29.71428571,106.4151786,0.835497028,0.38479501,46.24651603,1999,5427282.451,143167.0609,3
799,35,51,735,35.89583333,120.0208333,0.882211155,0.491011155,0,1999,836266.568,11721.23459,3
800,3770,51,199,23.0625,120.2301136,1.311281872,0.832435631,45.7139046,1999,836266.568,59683.37744,3
801,15700,51,95,17.0625,108.6637931,1.730867093,1.388129617,44.40141469,1999,1187256.939,49818.36391,3
802,650,51,127,11.58823529,84.66314338,1.538618373,1.049671302,42.16724178,1999,115942.8564,13011.15188,3
803,617,51,97,11.74125,74.99357955,1.501090824,1.011415776,42.36627042,1999,123322.7241,6633.660902,3
804,1940,51,73,15.30128205,76.94083868,1.401926981,0.921135198,44.61041408,1999,655528.1045,35188.14211,3
805,82,51,115,18.70588235,67.79411765,1.052094314,0.624189295,44.59987671,1999,161236.1647,9153.517293,3
806,2300,51,119,12.20673077,53.81971154,1.141129089,0.870478698,43.165582,1999,203938.9624,10348.94812,3
807,215,51,57,12.88829787,55.21187943,1.287357305,1.006786714,40.94454519,1999,210280.1677,10204.68947,3
808,854,51,159,10.15151515,20.3844697,1.237096367,0.95581486,40.79889299,1999,178278.691,9259.875188,3
809,560,51,103,9.006465517,37.21551724,1.043584943,0.763036183,43.57165344,1999,302445.3992,11808.63158,3
810,764,51,133,8.407327586,29.76077586,0.688470209,0.458001019,42.17135784,1999,256791.5797,12554.84812,3
811,250,51,193,7.047256098,18.9375,0.957247308,0.665147308,39.74414196,1999,213953.6444,16415.49323,3
812,30,51,99,3.888020833,7.625,1.000337951,0.775869026,36.79169224,1999,832511.6376,17255.82556,3
813,40,51,179,1.65625,4.735907639,0.990126971,0.76299081,34.7398837,1999,1704129.691,98724.36165,3
814,60,51,153,6.375,16.41163114,0.880187922,0.643216187,33.50962387,1999,2517475.212,291518.6511,3
815,4650,51,131,30.1875,64.83180203,1.014365205,0.316765205,46.67744542,1999,429132.4316,13079.94361,3
816,25,24,17,4.213768116,12.61017586,0.979007578,0.749207578,37.33579953,1999,2879178.102,125114.7586,3
817,525,24,37,8.702651515,22.73295455,0.834206801,0.541750333,40.64692595,1999,2686742.094,88330.32256,3
818,650,24,9,8.076388889,23.62152778,0.738334429,0.448701163,38.58640257,1999,1806743.665,80758.19248,3
819,2100,24,3,11.13908451,49.04967573,0.646321483,0.425612346,35.93537787,1999,18281161.04,489018.0624,3
820,410,24,5,12.29321809,51.0578916,0.698636059,0.430082984,34.21782627,1999,27850821.21,766234.4744,3
821,2700,24,25,12.74828767,55.66472489,0.471246356,0.199566696,34.67048955,1999,4996307.169,226983.4624,3
822,3000,24,15,14.7671371,47.6218498,0.579870027,0.174968502,36.48725896,1999,1528180.402,91774.48797,3
823,1000,24,29,16.94583333,66.70694444,0.48612293,0.212868405,36.89668947,1999,600984.1075,19757.46466,3
824,4500,24,35,13.77115385,53.13076923,0.528840441,0.276338136,37.62917092,1999,806520.2511,42244.22782,3
825,3500,24,41,10.36519608,33.43185705,0.885816239,0.540684436,39.0610917,1999,1266054.565,35435.17068,3
826,20,24,19,11.5286215,38.04497664,0.890157227,0.544652145,41.0294761,1999,869749.5782,31064.5188,3
827,750,24,39,11.14224138,26.64331897,1.110847322,0.713847322,43.64502163,1999,451248.0707,25897.59173,3
828,13,24,47,12.34097222,27.30555556,0.937731718,0.369660149,44.461737,1999,1514601.095,48989.98872,3
829,200,10,5,16.08248299,45.78240339,1.408444202,0.573744202,43.18536211,1999,5153511.003,153781.0917,3
830,224,10,1,20.48876404,56.39540709,1.605381032,0.631627306,40.07724849,1999,4225313.058,128110.9361,3
831,8000,10,3,13.96566901,71.34330986,1.648398655,0.696912598,37.34957787,1999,32630176.12,505641.3023,3
832,5000,34,33,18.30424528,87.45165094,1.645414628,0.684217281,39.21545303,1999,4516219.052,66073.02857,3
833,1000,34,11,16.3125,51.33916667,1.589999079,0.587541217,41.09218,1999,4093730.037,151163.0383,3
834,300,34,9,5.019230769,13.41553759,1.238060813,0.270660813,42.24676559,1999,3480131.011,102971.3955,3
835,1000,34,1,8.0859375,26.65269886,0.882478966,0.172978966,42.04085675,1999,11450496.37,267163.9158,3
836,6000,34,29,12.3744469,58.17504741,0.79239902,0.083463844,41.54888472,1999,11603776.2,529945.2248,3
837,8000,34,25,15.94821429,68.27008929,0.990594942,0.149094942,39.60184058,1999,22505195.57,628853.9714,3
838,28000,34,23,23.453125,119.4844934,1.08240988,0.223809449,38.00832822,1999,35771798.17,765053.6519,3
839,4200,34,39,32.0375,132.8958333,1.035115409,0.154225596,36.56622071,1999,25900621.06,516283.7015,3
840,7300,34,13,41.44034091,169.1079545,0.952735548,0.099696616,36.85714452,1999,35719943.14,784792.4211,3
841,400,34,17,33.09375,129.03125,0.952571574,0.131559508,37.24575215,1999,20834037.71,595551.8068,3
842,17500,34,3,32.6625,160.6650641,0.747478797,0.007081954,37.17737902,1999,44624031.64,876956.6767,3
843,0,36,85,20.32638889,102.8125,1.05865287,0.202404189,37.70198593,1999,7973500.046,449637.9233,3
844,0,36,47,15.74264706,67.75735294,0.934921684,0.100677518,38.5081478,1999,31066749.37,2423392.935,3
845,0,36,81,11.03125,61.4665404,1.371674861,0.252284079,38.82918523,1999,43623385.49,2181192.645,3
846,0,36,59,7.010638298,38.58990518,1.380559603,0.169508607,39.4677152,1999,55362852.85,1325231.504,3
847,0,36,103,3.532608696,15.02774758,1.281435767,0.283079227,39.83331076,1999,48080560.58,1466399.948,3
848,4400,36,87,29.74278846,133.5408654,0.6747014,0.110766759,36.68527331,1999,12703524.29,287751.1008,3
849,0,36,61,25.78125,88.71875,1.140855699,0.330144309,0,1999,248900937.4,1546117.427,3
850,0,36,5,22.975,90,1.432407024,0.251228814,37.55007185,1999,18817893.13,1330267.08,3
851,6600,36,119,26.19982394,125.543904,1.413798351,0.190998351,37.44893343,1999,40944566.97,922628.6218,3
852,1300,9,1,13.96535326,81.26186339,1.36924904,0.15164904,37.58872455,1999,59145584.63,879587.8977,3
853,0,9,9,6.471774194,41.00011796,1.137900644,0.078449382,38.27144018,1999,32363976.18,840776.7015,3
854,0,9,7,13.97209821,76.290625,0.846201874,0.076662543,38.30340055,1999,7686210.551,161222.4541,3
855,0,9,11,4.912627551,24.29483011,0.693472467,0.090172467,38.2880566,1999,12634361.43,268936.0474,3
856,0,44,9,5.0225,19.86160714,0.858447723,0.143733295,37.52627012,1999,3721005.988,127147.0203,3
857,0,44,3,7.845982143,22.79887218,1.097770579,0.339070579,36.22516973,1999,5859828.437,170794.285,3
858,0,44,7,6.787909836,33.89674775,1.213998913,0.4452006,35.56260184,1999,21236801.08,629458.9707,3
859,0,44,1,12.1,21.025,1.058161616,0.300347706,35.38999616,1999,1061797.914,52291.9218,3
860,0,25,7,2.3125,4.494027778,0.664153915,0.176422209,35.55637344,1999,718448.9594,15102.35414,3
861,0,25,5,10.32102273,25.57376951,0.868447519,0.170047519,35.60062967,1999,14161158.62,536649.9925,3
862,0,25,1,1.817307692,5.874212776,1.530977207,0.230608802,35.48836583,1999,7863329.868,225581.7436,3
863,0,25,23,8.3375,19.94487343,1.471058293,0.306625623,35.6118313,1999,11910092.85,472017.3639,3
864,0,25,21,13.37611607,42.45112292,1.469312809,-0.067587191,35.5421029,1999,27576496.97,636468.6985,3
865,0,25,25,14.06875,37.58125,1.466074692,-0.066752481,35.30337077,1999,47000480.55,656477.7271,3
866,0,25,9,7.611666667,37.81446429,1.416793833,0.007723473,35.42656958,1999,23839020.58,709852.2669,3
867,0,23,5,16.39169521,78.63494716,1.484652214,-0.042100057,35.21529369,1999,11006265.47,267186.9105,3
868,0,23,9,0.778594771,5.205052485,1.644980285,-0.074547576,34.14822399,1999,1701438.602,52820.16917,3
869,0,23,29,0.13640625,0.714047638,2.976889563,-0.053612378,32.22892182,1999,719116.6541,34127.86466,3
870,300,51,25,14.01136364,79.39389205,0,0,41.77946389,1999,90639.78722,18650.55263,3
871,2,51,840,0.125,0.125,0,0,0,1999,1504855.793,24044.85865,3
872,5400,51,183,20.34983766,127.0980925,0,0,43.8734725,1999,228575.0992,12513.7594,3
873,40,51,13,3.8375,16.89375,0,0,32.88280746,1999,16533077.21,174150.4211,3
874,8,51,7,5.709490741,16.42708333,0,0,38.31104955,1999,144941.0481,11484.58797,3
875,20,51,177,5.716188525,23.78800024,0,0,34.73090997,1999,1548286.391,100731.612,3
876,2300,51,149,16.51067073,96.32071845,0,0,42.02004876,1999,879045.8692,33137.80376,3
877,18,51,135,9.809895833,23.52473958,0,0,39.13438256,1999,287653.4113,15956.12256,3
878,0,51,685,0,0,0,0,0,1999,2517475.212,9933.786466,3
879,122,51,33,14.86328125,66.5917352,0,0,38.01956547,1999,251986.1654,22572.79098,3
880,0,51,610,0,0,0,0,0,1999,18883559.66,9473.670677,3
881,0,51,620,22.875,91.8125,0,0,0,1999,265205.262,8385.686466,3
882,0,51,175,21.2044837,121.708559,0,0,45.91980724,1999,265205.262,17911.72105,3
883,275,51,101,12.95982143,79.17239011,0,0,40.91607316,1999,292298.5361,13335.97744,3
884,10,51,107,1.856907895,9.798067087,0,0,30.92159643,1999,6700585.757,177899.9165,3
885,600,51,87,12.11057692,81.08440171,0,0,40.24677856,1999,10225306.74,265182.1391,3
886,850,51,730,17.83333333,91.64583333,0,0,40.4438863,1999,665609.7065,32996.74211,3
887,1290,51,53,10.15981013,60.31310939,0,0,41.82767194,1999,665609.7065,25071.25188,3
888,5,51,43,0.800480769,3.19150641,0,0,28.66395065,1999,388279.3113,13043.54662,3
889,50,51,59,2.717672414,12.95683498,0,0,33.96260776,1999,18883559.66,966621.303,3
890,25,51,83,4.775111607,14.78817722,0,0,35.67613286,1999,1151849.637,37519.94436,3
891,50,51,111,8.05615942,20.43623188,0,0,39.115982,1999,193622.3571,13344.83083,3
892,67,51,85,14.89982877,79.11474054,0,0,39.60693073,1999,2513948.253,90157.49699,3
893,2632,51,550,16.6953125,68.02730082,0,0,48.22554651,1999,5788322.374,198982.912,3
894,2000,51,81,19.9388587,114.8046875,0,0,43.76597064,1999,183802.9432,12051.52932,3
895,10600,51,1,15.61223118,27.38028034,1.23142593,0.747289618,45.66157353,1999,1633999.505,37290.26466,3
896,250,51,595,21.125,94.75,0,0,0,1999,183802.9432,5862.211278,3
897,0,51,830,0,0,0,0,0,1999,1187256.939,11450.87293,3
898,5,51,187,0.133445946,0.155405405,0,0,28.73282136,1999,616647.4835,32745.91203,3
899,0,51,630,1.25,1.5625,0,0,34.19297438,1999,1548286.391,18815.61654,3
900,1200,51,570,17.40625,90.28125,0,0,0,1999,665609.7065,17182.77594,3
901,0,51,683,0,0,0,0,0,1999,2517475.212,33980.39023,3
902,0,51,510,4.25,16.65625,0,0,33.45240399,1999,9303011.784,119531.294,3
903,3050,51,41,10.42678571,60.49248188,0,0,40.14113637,1999,8408063.06,262478.4331,3
904,153,51,117,8.231370192,29.82391827,0,0,39.92025246,1999,738968.918,33417.82857,3
905,100,50,21,9.907919847,37.62068444,0,0,32.14870753,1999,1842844.518,64543.02857,3
906,25,50,27,9.035326087,52.75184997,0,0,33.00139749,1999,1526193.658,58242.16917,3
907,100,50,17,6.699342105,50.54120957,0,0,32.97121621,1999,514260.2985,28966.84812,3
908,475,50,25,8.291294643,42.73211054,0,0,33.47935031,1999,1575138.389,44980.62556,3
909,75,50,5,9.217032967,58.38316391,0,0,33.05845951,1999,693032.6624,30795.14737,3
910,626,50,3,6.456521739,34.11616908,0,0,32.53634592,1999,1150275.155,37675.82857,3
911,75,50,23,7.409438776,48.37765131,0,0,32.21224512,1999,2033115.45,59424.53008,3
912,25,50,9,9.754734848,54.71723485,0,0,33.45325487,1999,115728.4541,6537.990977,3
