fips,RESL_SCORE,SOVI_SCORE
09001,62.091702227472354,30.011515939911938
09003,65.2459023420087,28.443899032099914
09005,74.66985229082104,20.219853802238845
09007,90.36259541984732,17.87531807
09009,78.87211239499413,42.03598377959878
09011,86.32338892652088,26.171293261125555
09013,64.17785356025702,27.96685921475382
09015,66.71517426048655,13.84703753891204
