event_index,event_name,stcode,ccode,fips,units_DS1_raw,units_DS1_scaled,units_DS2_raw,units_DS2_scaled,units_DS3_raw,units_DS3_scaled,units_DS4_raw,units_DS4_scaled,repair_cost_sum_raw,repair_cost_sum_scaled
8,AL092022,45,015,45015,0,0,0,0,0,0,0,0,467883.8740004602,467883.8740004612
8,AL092022,45,019,45019,194,194,0,0,301,301,0,0,5938250.824244797,5938250.824244798
