wind_only_DS,DS0,DS1,DS2,DS3,DS4
DS0,99.74548334604503,0.25441698179889505,9.967215607850513e-05,0.0,0.0
DS1,0.0,75.9615952652571,23.99842226161024,0.03998247313264664,0.0
DS2,0.0,0.0,73.83942165053092,26.160578349469084,0.0
DS3,0.0,0.0,0.0,91.71178990344255,8.28821009655744
DS4,0.0,0.0,0.0,0.0,100.0
