fips,total_events,events_with_damage,total_damage_units,total_weighted_damage_units,total_DS1_units,total_DS2_units,total_DS3_units,total_DS4_units,pct_events_with_damage,total_units,damage_units_per_total,weighted_damage_per_total,pct_housing_affected
13165,37,28,13541,32584.0,4142,1784,6344,1271,75.67567567567568,5090.0,2.6603143418467585,6.401571709233791,266.03143418467585
13167,18,15,7579,13620.0,2730,1857,2973,19,83.33333333333333,4603.0,1.64653486856398,2.958939821855312,164.653486856398
13169,12,9,11581,30608.0,2830,2119,4711,1921,75.0,13245.0,0.8743676859192148,2.310909777274443,87.43676859192148
13171,11,6,2891,5764.0,1646,239,719,287,54.54545454545455,8382.0,0.34490575041756144,0.6876640419947506,34.490575041756145
13173,68,51,40142,102313.0,9303,7618,17978,5243,75.0,5125.0,7.832585365853658,19.96351219512195,783.2585365853658
13175,30,19,39855,83747.0,7753,11938,18976,1188,63.333333333333336,26817.0,1.486184136928068,3.122907111160831,148.6184136928068
13177,47,34,28295,52596.0,8219,10762,7423,1891,72.34042553191489,13292.0,2.128724044538068,3.956966596448992,212.8724044538068
13179,96,77,91012,195102.0,22211,28579,32340,7882,80.20833333333333,31729.0,2.868416905669892,6.149011944908444,286.8416905669892
13181,4,3,1282,1282.0,1140,142,0,0,75.0,5833.0,0.2197839876564375,0.2197839876564375,21.97839876564375
13183,82,59,70945,187752.0,14993,13087,32506,10359,71.95121951219512,7331.0,9.677397353703451,25.61069431182649,967.7397353703451
13185,99,73,209080,491458.0,72108,27694,88004,21274,73.73737373737374,53155.0,3.9334023139873953,9.245752986548773,393.34023139873955
13189,10,7,3720,5410.0,1610,1265,845,0,70.0,12348.0,0.3012633624878523,0.438127632005183,30.12633624878523
13191,92,72,81365,208495.0,16792,17916,35385,11272,78.26086956521739,8737.0,9.312693144099805,23.86345427492274,931.2693144099806
13193,27,16,11921,31257.0,3515,2416,3538,2452,59.25925925925926,6734.0,1.7702702702702702,4.641669141669142,177.02702702702703
13195,3,3,9900,21046.0,1746,2581,5573,0,100.0,16351.0,0.6054675555011926,1.28713840132102,60.54675555011926
13197,23,17,11963,23359.0,2518,4470,4493,482,73.91304347826087,4380.0,2.7312785388127856,5.333105022831051,273.12785388127855
13199,13,8,2944,4886.0,1665,710,301,268,61.53846153846154,11794.0,0.2496184500593522,0.4142784466677972,24.96184500593522
13201,70,56,11956,31342.0,2613,2197,5448,1698,80.0,3720.0,3.213978494623656,8.425268817204302,321.39784946236557
13205,74,59,68122,167030.0,15023,14694,31039,7366,79.72972972972973,10826.0,6.292444116016996,15.428597820062812,629.2444116016995
13207,12,10,8289,12917.0,4075,2107,1969,138,83.33333333333333,11716.0,0.7074940252645954,1.1025093888699216,70.74940252645953
13209,43,30,21472,53320.0,6661,3195,8744,2872,69.76744186046511,4932.0,4.3536090835360906,10.8110300081103,435.36090835360903
13211,6,3,1269,2637.0,526,131,564,48,50.0,15101.0,0.08403416992252169,0.17462419707304153,8.403416992252168
13215,17,11,3146,4676.0,1870,943,45,288,64.70588235294117,84388.0,0.03728018201640044,0.055410721903588186,3.728018201640044
13217,8,4,929,2191.0,145,213,531,40,50.0,40059.0,0.023190793579470282,0.05469432586934272,2.3190793579470284
13219,5,3,200,212.0,110,84,6,0,60.0,18533.0,0.010791560999298549,0.01143905465925646,1.0791560999298548
13221,5,4,1974,5712.0,37,68,1869,0,80.0,8229.0,0.23988333940940576,0.6941305140357273,23.988333940940578
13225,17,11,12146,24515.0,3608,3096,4947,495,64.70588235294117,13431.0,0.9043258134167225,1.825255007073189,90.43258134167225
13229,79,66,93204,234094.0,19556,23810,36100,13738,83.54430379746836,12526.0,7.440843046463356,18.68864761296503,744.0843046463356
13231,8,2,1062,3753.0,108,72,573,309,25.0,8401.0,0.12641352219973812,0.44673253184144746,12.641352219973811
13235,26,19,6125,12691.0,1390,1644,2963,128,73.07692307692308,5309.0,1.153701262007911,2.390469014880392,115.3701262007911
13237,6,5,10399,30659.0,1643,714,6650,1392,83.33333333333333,15369.0,0.6766217710976641,1.9948597826794197,67.6621771097664
13239,29,23,19340,53513.0,3444,2513,10914,2469,79.3103448275862,2107.0,9.178927384907452,25.397721879449453,917.8927384907452
13243,49,38,12410,32686.0,2844,2509,5003,2054,77.55102040816327,4538.0,2.734684883208462,7.2027324812692815,273.4684883208462
13245,17,10,22494,29586.0,10695,8253,3546,0,58.8235294117647,104219.0,0.215833965015976,0.28388297719225863,21.583396501597598
13247,4,1,589,591.0,575,13,1,0,25.0,36756.0,0.016024594624006964,0.016079007508978126,1.6024594624006965
13249,24,18,4960,8820.0,1521,1815,1420,204,75.0,2346.0,2.114236999147485,3.7595907928388748,211.4236999147485
13251,56,39,55071,146299.0,9101,11933,26319,7718,69.64285714285714,8715.0,6.319104991394148,16.787033849684452,631.9104991394148
13253,80,62,48818,141790.0,9238,7578,22346,9656,77.5,5969.0,8.178589378455353,23.7543977215614,817.8589378455353
13255,6,3,2843,2843.0,2156,687,0,0,50.0,32507.0,0.0874580859507183,0.0874580859507183,8.74580859507183
13259,29,22,8856,20491.0,1177,2892,4100,687,75.86206896551724,2948.0,3.004070556309362,6.950814111261873,300.4070556309362
13261,41,33,25851,55545.0,8982,5049,9802,2018,80.48780487804878,16281.0,1.587801732080339,3.4116454763220934,158.78017320803391
13263,17,12,5307,9153.0,1666,2045,1378,218,70.58823529411765,3817.0,1.3903589206182867,2.397956510348441,139.03589206182866
13265,6,4,939,2475.0,68,103,768,0,66.66666666666667,1353.0,0.6940133037694013,1.829268292682927,69.40133037694012
13267,65,52,83272,222988.0,19695,15046,34313,14218,80.0,12134.0,6.862699851656503,18.377122136146365,686.2699851656503
13269,19,15,14275,29888.0,4708,4255,3649,1663,78.94736842105263,4829.0,2.9560985711327397,6.189273141437151,295.60985711327396
13271,51,35,19743,44940.0,5088,3540,10126,989,68.62745098039215,7496.0,2.6338046958377803,5.995197438633938,263.38046958377805
13273,46,40,15393,30091.0,6592,3735,3544,1522,86.95652173913044,5448.0,2.825440528634361,5.523311306901615,282.5440528634361
13275,97,74,106904,298600.0,16256,26234,43458,20956,76.28865979381443,25466.0,4.197910940076965,11.725437838686876,419.7910940076965
13277,53,40,55956,131359.0,15305,9929,26069,4653,75.47169811320755,22517.0,2.4850557356663856,5.83377004041391,248.50557356663856
13279,52,36,40188,102818.0,10260,6518,18140,5270,69.23076923076923,15262.0,2.6332066570567423,6.736862796488009,263.32066570567423
13283,29,20,8040,18103.0,1116,2233,4464,227,68.96551724137932,3709.0,2.167700188730116,4.880830412510111,216.7700188730116
13285,7,4,2494,2494.0,1566,928,0,0,57.142857142857146,33512.0,0.07442110288851754,0.07442110288851754,7.442110288851754
13287,43,34,11583,28339.0,3242,2462,4213,1666,79.06976744186046,4179.0,2.771715721464465,6.7812873893275905,277.1715721464465
13289,20,14,5839,13219.0,1506,1312,2575,446,70.0,5114.0,1.1417676965193586,2.5848650762612437,114.17676965193586
13293,16,12,7177,16862.0,3707,1341,320,1809,75.0,14237.0,0.5041090117299993,1.1843787314743275,50.410901172999935
13297,4,2,575,1027.0,73,276,226,0,50.0,37378.0,0.015383380598212853,0.027476055433677565,1.5383380598212852
13299,90,73,146941,357289.0,43715,32447,47849,22930,81.11111111111111,19934.0,7.371375539279623,17.923597872980835,737.1375539279624
13301,10,7,1217,2003.0,511,313,393,0,70.0,3810.0,0.3194225721784777,0.5257217847769029,31.942257217847768
13303,17,11,6346,10948.0,2635,1410,2301,0,64.70588235294117,11511.0,0.5512987577100165,0.9510902614890105,55.12987577100164
13305,89,71,141863,387927.0,29677,22703,67117,22366,79.7752808988764,14289.0,9.928126530897893,27.148645811463364,992.8126530897894
13307,31,25,933,2154.0,246,210,388,89,80.64516129032258,1460.0,0.6390410958904109,1.4753424657534246,63.90410958904109
13309,47,29,10098,23978.0,2057,1920,5575,546,61.702127659574465,3153.0,3.202664129400571,7.604820805581985,320.26641294005714
13315,41,32,12619,27329.0,3606,2147,6540,326,78.04878048780488,4113.0,3.0680768295647947,6.644541697058108,306.8076829564795
13317,6,3,2519,5919.0,170,649,1700,0,50.0,6864.0,0.36698717948717946,0.8623251748251748,36.69871794871795
13319,17,12,6793,17726.0,596,1593,4029,575,70.58823529411765,5469.0,1.2420917900895958,3.241177546169318,124.20917900895958
13321,56,44,42933,97984.0,10719,10006,18663,3545,78.57142857142857,8823.0,4.866031961917715,11.105519664513205,486.6031961917715
22001,145,129,464070,1491153.0,73392,78951,177184,134543,88.96551724137932,28679.0,16.181526552529725,51.994595348512846,1618.1526552529724
22003,123,105,142649,435730.0,28952,24746,50558,38393,85.36585365853658,9880.0,14.438157894736841,44.10222672064777,1443.8157894736842
22005,119,102,820483,2622149.0,112962,137063,350208,220250,85.71428571428571,56073.0,14.63240775417759,46.76313020526813,1463.240775417759
22007,134,122,200090,627519.0,34490,29968,83577,52055,91.04477611940298,9544.0,20.965004191114836,65.75010477787092,2096.5004191114836
22009,75,62,126965,361609.0,27782,22502,49587,27094,82.66666666666667,18097.0,7.015803724374206,19.981709675636846,701.5803724374206
22011,136,125,311260,930781.0,60769,53721,121443,75327,91.91176470588235,16611.0,18.738185539702606,56.034013605442176,1873.8185539702606
22013,10,9,4932,17138.0,499,925,1778,1730,90.0,6313.0,0.7812450498970379,2.7147156660858545,78.1245049897038
22015,6,4,14044,25286.0,5177,3384,5391,92,66.66666666666667,57661.0,0.24356150604394652,0.43852864154281057,24.356150604394653
22017,7,5,15087,25932.0,4285,5384,5415,3,71.42857142857143,123288.0,0.12237200700798131,0.21033677243527352,12.237200700798132
22019,166,154,1070247,3119808.0,230792,173107,427393,238955,92.7710843373494,98658.0,10.848050842303715,31.62245332360275,1084.8050842303714
22021,19,17,11179,25604.0,2967,2543,4640,1029,89.47368421052632,4932.0,2.266626115166261,5.19140308191403,226.6626115166261
22023,197,173,87064,276849.0,15198,13413,34160,24293,87.81725888324873,3582.0,24.305974316024567,77.28894472361809,2430.5974316024567
22025,46,34,13833,34736.0,2691,2381,7634,1127,73.91304347826087,4504.0,3.0712699822380105,7.712255772646537,307.126998223801
22027,5,4,1594,7980.0,195,24,163,1212,80.0,6829.0,0.2334163127837165,1.1685459071606386,23.34163127837165
22029,53,38,18075,43689.0,4188,3183,9302,1402,71.69811320754717,9219.0,1.960624796615685,4.739017246989913,196.0624796615685
22031,12,9,11132,23544.0,3349,2576,4541,666,75.0,11064.0,1.0061460592913956,2.1279826464208242,100.61460592913956
22033,115,98,1286227,3294032.0,236168,204549,739915,105595,85.21739130434783,199140.0,6.458908305714573,16.54128753640655,645.8908305714573
22035,6,3,1056,1206.0,356,625,75,0,50.0,2818.0,0.3747338537970192,0.42796309439318664,37.47338537970192
22037,96,81,93955,264332.0,19485,19343,35086,20041,84.375,10024.0,9.373004788507583,26.369912210694334,937.3004788507583
22039,110,93,131805,400516.0,21643,23361,55098,31703,84.54545454545455,13872.0,9.50151384083045,28.87226066897347,950.151384083045
22041,14,10,10378,22174.0,2884,3414,2868,1212,71.42857142857143,8678.0,1.1958976722747177,2.5551970500115235,119.58976722747177
22043,37,34,56156,167967.0,13160,8518,20193,14285,91.89189189189189,9228.0,6.085392284351972,18.201885565669702,608.5392284351972
22045,137,113,204515,492269.0,45822,67925,55362,35406,82.48175182481752,28132.0,7.269835063273141,17.498542584956635,726.9835063273141
22047,128,116,161881,488970.0,25420,25298,76242,34921,90.625,12454.0,12.998313794764734,39.26208447085274,1299.8313794764733
22049,11,10,7881,26501.0,1460,684,3355,2382,90.9090909090909,7845.0,1.0045889101338432,3.3780752071383047,100.45889101338432
22051,174,148,1207591,2985411.0,222119,223615,677155,84702,85.05747126436782,172729.0,6.99124640332544,17.2837855831968,699.124640332544
22053,151,130,213157,683176.0,34486,38019,77747,62905,86.09271523178808,13788.0,15.45960255294459,49.54859297940238,1545.960255294459
22055,150,124,1191901,3444444.0,273197,251866,360549,306289,82.66666666666667,104372.0,11.419739010462576,33.00160962710306,1141.9739010462577
22057,190,166,715265,2080615.0,124542,141628,293375,155720,87.36842105263158,39829.0,17.958397147806874,52.23869542293304,1795.8397147806875
22061,6,6,8868,25109.0,3202,1969,748,2949,100.0,21323.0,0.4158889462083197,1.1775547530835249,41.588894620831965
22063,117,101,1016415,3015731.0,192873,192773,384843,245926,86.32478632478633,61275.0,16.587760097919215,49.21633618931048,1658.7760097919215
22065,12,9,1164,2752.0,406,375,109,274,75.0,4562.0,0.25515124945199474,0.603244191144235,25.515124945199474
22067,6,5,7429,17164.0,3457,1644,635,1693,83.33333333333333,13118.0,0.566321085531331,1.3084311632870864,56.6321085531331
22069,42,34,42120,110296.0,9874,7851,17933,6462,80.95238095238095,18777.0,2.2431698354369707,5.873994780848911,224.31698354369706
22071,122,100,1556113,3209240.0,402284,398949,707091,47789,81.9672131147541,192356.0,8.089755453430099,16.683857015117802,808.9755453430099
22073,9,8,37335,114926.0,5448,7751,14363,9773,88.88888888888889,75503.0,0.4944836629008119,1.5221381931843767,49.44836629008119
22075,164,137,216515,662911.0,38216,30443,97628,50228,83.53658536585365,9708.0,22.302740008240626,68.2850226617223,2230.2740008240626
22077,113,99,167564,497464.0,31559,27854,70285,37866,87.61061946902655,12647.0,13.249308136316913,39.33454574207322,1324.9308136316913
22079,81,72,326547,942016.0,51304,62748,149002,63493,88.88888888888889,62939.0,5.1883093153688495,14.967126900649836,518.8309315368849
22081,11,8,4784,14873.0,908,573,2142,1161,72.72727272727273,3698.0,1.2936722552731206,4.021903731746891,129.36722552731206
22083,10,9,5138,14381.0,820,1096,2289,933,90.0,9170.0,0.5603053435114503,1.568266085059978,56.030534351145036
22085,46,38,61264,162592.0,13495,10173,28884,8712,82.6086956521739,14067.0,4.35515746072368,11.558399090068956,435.51574607236796
22087,122,102,168308,349449.0,52398,34905,74628,6377,83.60655737704919,15711.0,10.712749029342499,22.242314302081343,1071.27490293425
22089,133,109,233645,630898.0,42111,56512,92619,42403,81.95488721804512,21310.0,10.964101360863445,29.605725011731582,1096.4101360863444
22091,82,68,94944,282815.0,18496,17998,34793,23657,82.92682926829268,5074.0,18.71186440677966,55.73807646826961,1871.1864406779662
22093,117,101,117471,377739.0,19183,19559,44459,34270,86.32478632478633,12007.0,9.783542933288915,31.459898392604313,978.3542933288916
22095,124,113,159375,443558.0,30972,31679,66479,30245,91.12903225806451,17920.0,8.893694196428571,24.752120535714287,889.3694196428571
22097,141,123,637373,2042757.0,107087,86743,270777,172766,87.23404255319149,39202.0,16.258685781337686,52.108489362787616,1625.8685781337686
22099,167,145,489667,1567415.0,84461,78903,184589,141714,86.82634730538922,26531.0,18.456409483246013,59.07862500471147,1845.6409483246014
22101,160,133,180650,481095.0,47608,41204,52915,38923,83.125,29762.0,6.069820576574155,16.16474027283113,606.9820576574155
22103,127,97,1040082,2841203.0,227954,163770,480223,168135,76.37795275590551,107483.0,9.676711666030908,26.433975605444584,967.6711666030908
22105,96,88,203448,434826.0,55039,39689,104074,4646,91.66666666666667,57218.0,3.555664301443602,7.5994617078541715,355.5664301443602
22107,14,10,414,918.0,180,102,52,80,71.42857142857143,3421.0,0.12101724641917568,0.26834258988599824,12.101724641917567
22109,177,152,627680,1704126.0,151122,128874,220658,127026,85.87570621468926,48269.0,13.003791253185275,35.3047711781889,1300.3791253185275
22111,6,5,7294,25281.0,705,1014,3296,2279,83.33333333333333,11213.0,0.6504949612057433,2.2546151788103095,65.04949612057433
22113,176,151,324497,976861.0,65645,65960,104032,88860,85.79545454545455,19581.0,16.57203411470303,49.88820795669271,1657.2034114703029
22115,88,78,164482,475261.0,32510,34145,59452,38375,88.63636363636364,18487.0,8.897170985016498,25.707848758587115,889.7170985016497
22117,91,74,200393,592691.0,35507,34941,85809,44136,81.31868131868131,19299.0,10.383595004922535,30.710969480283953,1038.3595004922536
22119,4,3,428,960.0,139,65,196,28,75.0,24921.0,0.017174270695397457,0.03852172866257373,1.7174270695397458
22121,103,91,204556,618874.0,38273,28454,91609,46220,88.3495145631068,12527.0,16.329208908757085,49.40320906841223,1632.9208908757084
22123,5,5,1924,4104.0,370,464,1090,0,100.0,4744.0,0.40556492411467115,0.8650927487352446,40.55649241146712
22125,88,76,35188,86074.0,10503,7030,12463,5192,86.36363636363636,5425.0,6.486267281105991,15.866175115207373,648.6267281105991
22127,29,23,15208,43508.0,4148,2964,4060,4036,79.3103448275862,6910.0,2.2008683068017367,6.2963820549927645,220.08683068017368
23001,2,2,1872,1872.0,1609,263,0,0,100.0,51447.0,0.03638696133885358,0.03638696133885358,3.638696133885358
23005,3,3,5226,9274.0,1240,1962,2024,0,100.0,149028.0,0.0350672356872534,0.06222991652575355,3.50672356872534
23009,2,2,878,882.0,395,481,2,0,100.0,34143.0,0.02571537357584278,0.025832527897372816,2.571537357584278
23011,3,3,2326,2326.0,2310,16,0,0,100.0,64105.0,0.036284221199594416,0.036284221199594416,3.6284221199594415
23013,4,3,2614,2714.0,1770,794,50,0,75.0,24895.0,0.1050010042177144,0.10901787507531632,10.500100421771439
23015,4,4,1614,2482.0,291,889,434,0,100.0,26693.0,0.060465290525605966,0.09298317911062826,6.046529052560596
23017,1,1,9,9.0,9,0,0,0,100.0,30626.0,0.0002938679553320708,0.0002938679553320708,0.02938679553320708
23019,2,1,1515,1515.0,1233,282,0,0,50.0,75943.0,0.019949172405620004,0.019949172405620004,1.9949172405620004
23023,4,3,1767,3343.0,441,538,788,0,75.0,19578.0,0.09025436714679742,0.17075288589232812,9.025436714679742
23025,1,1,172,172.0,172,0,0,0,100.0,29330.0,0.005864302761677463,0.005864302761677463,0.5864302761677463
23027,4,2,1887,2673.0,387,1107,393,0,50.0,19795.0,0.09532710280373832,0.13503409952008083,9.532710280373832
23029,2,1,103,103.0,103,0,0,0,50.0,17792.0,0.005789118705035971,0.005789118705035971,0.578911870503597
23031,3,3,6491,10045.0,2140,2574,1777,0,100.0,115964.0,0.05597426787623745,0.08662171018591977,5.597426787623745
24003,7,5,10562,25592.0,4734,1238,2640,1950,71.42857142857143,241122.0,0.04380355172900026,0.10613714219357835,4.380355172900026
24009,11,9,4353,6788.0,3383,240,405,325,81.81818181818181,38395.0,0.1133741372574554,0.17679385336632375,11.33741372574554
24011,9,9,3979,9792.0,1511,184,1869,415,100.0,16290.0,0.24426028238182934,0.6011049723756906,24.426028238182933
24013,3,3,479,1399.0,77,155,105,142,100.0,69618.0,0.006880404493090867,0.02009537763222155,0.6880404493090867
24015,4,2,1829,5023.0,63,169,1597,0,50.0,48367.0,0.03781503917960593,0.10385179978084232,3.7815039179605927
24017,12,12,1988,4806.0,622,227,959,180,100.0,67170.0,0.02959654607711776,0.0715497990174185,2.959654607711776
24019,12,10,8102,21889.0,1917,1621,3011,1553,83.33333333333333,18810.0,0.4307283359914939,1.1636895268474217,43.07283359914939
24021,5,3,214,388.0,22,105,87,0,60.0,110652.0,0.0019339912518526552,0.0035064888117702347,0.19339912518526553
24025,4,3,3815,13240.0,267,52,2685,811,75.0,108060.0,0.03530446048491579,0.12252452341291875,3.530446048491579
24027,5,5,815,1644.0,404,31,357,23,100.0,128461.0,0.006344337970278917,0.012797658433298822,0.6344337970278917
24029,7,6,915,2355.0,195,90,570,60,85.71428571428571,12211.0,0.07493243796576857,0.19285889771517484,7.493243796576857
24031,4,4,52,104.0,26,0,26,0,100.0,412921.0,0.00012593207901753604,0.0002518641580350721,0.012593207901753604
24033,9,7,1545,4253.0,271,154,964,156,77.77777777777777,375239.0,0.004117375859119122,0.011334109727400404,0.4117375859119122
24035,8,7,2381,6488.0,287,441,1386,267,87.5,23925.0,0.09951933124346918,0.27118077324973877,9.951933124346917
24037,12,11,9774,25086.0,1224,2700,4646,1204,91.66666666666667,50888.0,0.19206885709794058,0.492964942619085,19.206885709794058
24039,13,12,12631,29836.0,5155,1635,4000,1841,92.3076923076923,12758.0,0.9900454616711083,2.338611067565449,99.00454616711083
24041,9,7,7001,11480.0,3447,2153,842,559,77.77777777777777,22531.0,0.3107274421907594,0.5095202165904753,31.072744219075936
24043,1,0,0,0.0,0,0,0,0,0.0,69246.0,0.0,0.0,0.0
24045,14,12,13427,31448.0,2098,4846,4798,1685,85.71428571428571,49090.0,0.2735180281116317,0.6406192707272357,27.351802811163168
24047,14,13,26098,44344.0,9284,8591,7623,600,92.85714285714286,61054.0,0.42745766043174893,0.726307858616962,42.745766043174896
25001,15,11,1279,1957.0,448,492,339,0,73.33333333333333,168597.0,0.007586137357129724,0.011607561225881836,0.7586137357129724
25003,4,3,467,485.0,293,165,9,0,75.0,68129.0,0.006854643397084942,0.007118848067636395,0.6854643397084942
25005,11,7,1042,2901.0,165,126,632,119,63.63636363636363,231891.0,0.004493490476128871,0.01251018797624746,0.4493490476128871
25007,7,6,34,36.0,12,21,1,0,85.71428571428571,17040.0,0.001995305164319249,0.002112676056338028,0.1995305164319249
25009,3,3,847,1079.0,533,198,116,0,100.0,335799.0,0.0025223422344914665,0.0032132317249306875,0.25223422344914664
25011,2,2,4,4.0,4,0,0,0,100.0,32975.0,0.00012130401819560273,0.00012130401819560273,0.012130401819560273
25013,4,4,1227,1733.0,74,900,253,0,100.0,190722.0,0.006433447635825967,0.009086523840983211,0.6433447635825966
25015,3,3,584,584.0,351,233,0,0,100.0,66018.0,0.00884607228331667,0.00884607228331667,0.884607228331667
25017,8,3,311,331.0,182,119,10,0,37.5,653917.0,0.0004755955266494066,0.0005061804479773427,0.047559552664940656
25021,7,6,189,423.0,55,23,107,4,85.71428571428571,294619.0,0.0006415064880404862,0.001435752616090612,0.06415064880404862
25023,10,9,3887,7440.0,1825,1034,529,499,90.0,219189.0,0.017733554147334036,0.03394330919891053,1.7733554147334036
25025,5,2,2,4.0,1,0,1,0,40.0,309083.0,6.47075381046515e-06,1.29415076209303e-05,0.000647075381046515
25027,6,6,1358,1396.0,712,627,19,0,100.0,340923.0,0.003983304147857434,0.004094766266869645,0.3983304147857434
28001,37,28,15972,35708.0,2786,5454,6308,1424,75.67567567567568,15450.0,1.0337864077669903,2.3111974110032363,103.37864077669903
28003,1,1,945,1307.0,465,299,181,0,100.0,16023.0,0.05897771952817824,0.08157024277600948,5.897771952817824
28005,74,64,49632,134595.0,11199,10515,18209,9709,86.48648648648648,8191.0,6.059333414723477,16.432059577585154,605.9333414723477
28007,5,5,3164,4750.0,798,1573,793,0,100.0,8962.0,0.3530461950457487,0.5300156215130551,35.304619504574866
28009,1,1,1029,3087.0,0,0,1029,0,100.0,4690.0,0.21940298507462686,0.6582089552238806,21.940298507462686
28011,2,2,1838,3775.0,412,498,901,27,100.0,19000.0,0.09673684210526316,0.1986842105263158,9.673684210526316
28013,2,0,0,0.0,0,0,0,0,0.0,6934.0,0.0,0.0,0.0
28015,4,4,492,496.0,403,87,2,0,100.0,5385.0,0.09136490250696379,0.09210770659238626,9.13649025069638
28017,1,0,0,0.0,0,0,0,0,0.0,8808.0,0.0,0.0,0.0
28019,6,4,440,440.0,327,113,0,0,66.66666666666667,3629.0,0.1212455221824194,0.1212455221824194,12.12455221824194
28021,17,14,6921,17529.0,1718,1360,2869,974,82.3529411764706,4932.0,1.4032846715328466,3.5541362530413627,140.32846715328466
28023,40,33,18130,32734.0,7099,4935,5292,804,82.5,7260.0,2.497245179063361,4.508815426997245,249.7245179063361
28025,2,1,41,41.0,41,0,0,0,50.0,9310.0,0.0044038668098818476,0.0044038668098818476,0.44038668098818473
28027,2,2,364,500.0,182,114,68,0,100.0,11073.0,0.03287275354465818,0.04515488124266233,3.2872753544658178
28029,31,27,37804,99516.0,8094,7032,17226,5452,87.09677419354838,14194.0,2.6633788924897845,7.011131463998873,266.33788924897846
28031,51,42,32764,90953.0,6334,4795,16662,4973,82.3529411764706,6981.0,4.693310413980805,13.028649190660364,469.33104139808046
28033,2,2,750,808.0,471,250,29,0,100.0,68213.0,0.010994971632973187,0.011845249439256446,1.0994971632973187
28035,82,73,92290,254010.0,21825,16020,36835,17610,89.02439024390245,34851.0,2.648130613181831,7.288456572264784,264.81306131818314
28037,53,43,16148,35666.0,4701,3620,6539,1288,81.13207547169812,4603.0,3.5081468607429938,7.7484249402563545,350.8146860742994
28039,108,93,119303,321678.0,26030,25174,46040,22059,86.11111111111111,10513.0,11.348140397602968,30.598116617521164,1134.8140397602967
28041,79,73,48153,129937.0,12199,9648,16582,9724,92.40506329113924,5681.0,8.476148565393416,22.872205597606055,847.6148565393416
28043,2,1,552,964.0,105,241,206,0,50.0,11111.0,0.04968049680496805,0.08676086760867609,4.968049680496804
28045,113,102,173020,431808.0,37790,40981,70819,23430,90.26548672566372,23368.0,7.404142416980486,18.478603218076003,740.4142416980486
28047,117,100,819576,2350502.0,157586,144453,352253,165284,85.47008547008546,97549.0,8.401685306871418,24.095603235297133,840.1685306871418
28049,13,10,16335,48376.0,4008,4021,3163,5143,76.92307692307692,108277.0,0.15086306417798795,0.44678001791700916,15.086306417798795
28051,5,3,2376,4096.0,650,866,860,0,60.0,7940.0,0.29924433249370275,0.5158690176322418,29.924433249370274
28053,4,3,319,391.0,224,59,36,0,75.0,3985.0,0.08005018820577164,0.09811794228356337,8.005018820577165
28055,4,3,171,381.0,33,33,105,0,75.0,1399.0,0.1222301644031451,0.272337383845604,12.22301644031451
28059,126,97,505200,1369448.0,97209,103472,219449,85070,76.98412698412699,65070.0,7.763946519133241,21.045766098048254,776.3946519133241
28061,41,33,30244,62225.0,7054,7246,15913,31,80.48780487804878,8473.0,3.569455918800897,7.3439159683701165,356.9455918800897
28063,31,22,10035,20672.0,2833,3052,3371,779,70.96774193548387,3676.0,2.7298694232861807,5.623503808487486,272.98694232861806
28065,46,41,26240,74653.0,4346,3923,13814,4157,89.1304347826087,6225.0,4.215261044176707,11.992449799196788,421.5261044176707
28067,61,51,92794,234004.0,19617,14878,50095,8204,83.60655737704919,33761.0,2.7485560261840587,6.931192796421907,274.8556026184059
28069,13,12,2429,3825.0,1094,637,698,0,92.3076923076923,3877.0,0.6265153469177199,0.98658756770699,62.65153469177199
28071,2,1,1426,1482.0,512,886,28,0,50.0,28389.0,0.050230723167424,0.05220331818662158,5.0230723167424
28073,68,64,73923,216754.0,13744,11514,33498,15167,94.11764705882354,27228.0,2.7149625385632437,7.960702218304687,271.49625385632436
28075,22,17,18979,27761.0,9164,5538,4201,76,77.27272727272727,44527.0,0.42623576706268107,0.6234644148494172,42.62357670626811
28077,42,37,25997,74658.0,4380,5220,11108,5289,88.0952380952381,6476.0,4.0143607164916615,11.528412600370599,401.43607164916614
28079,8,7,245,401.0,95,72,78,0,87.5,6469.0,0.03787293244705519,0.06198794249497604,3.787293244705519
28081,1,1,63,63.0,63,0,0,0,100.0,38093.0,0.0016538471635208568,0.0016538471635208568,0.16538471635208568
28083,3,1,103,179.0,0,65,38,0,33.333333333333336,13755.0,0.007488186114140313,0.013013449654671029,0.7488186114140313
28085,47,41,72646,197705.0,19637,12996,25002,15011,87.23404255319149,16599.0,4.376528706548587,11.910657268510151,437.6528706548587
28087,3,1,213,213.0,203,10,0,0,33.333333333333336,29199.0,0.007294770368848248,0.007294770368848248,0.7294770368848248
28089,5,5,6726,16233.0,1232,1147,4076,271,100.0,43836.0,0.15343553243909117,0.37031207226936763,15.343553243909117
28091,63,51,70749,212708.0,10217,10173,36612,13747,80.95238095238095,13274.0,5.329893023956607,16.024408618351664,532.9893023956606
28093,1,1,1229,2341.0,315,358,556,0,100.0,19591.0,0.0627328875504058,0.1194936450410903,6.27328875504058
28095,1,0,0,0.0,0,0,0,0,0.0,13681.0,0.0,0.0,0.0
28097,4,2,421,421.0,112,309,0,0,50.0,5306.0,0.07934413871089332,0.07934413871089332,7.934413871089332
28099,11,9,10017,16229.0,5437,1474,3106,0,81.81818181818181,15134.0,0.6618871415356151,1.072353640808775,66.1887141535615
