FIPS,exposed_units,county_name,state_fips
48211,1702.0,Hemphill,48
48213,48774.0,Henderson,48
48215,326231.0,Hidalgo,48
48217,19292.0,Hill,48
48219,10853.0,Hockley,48
48221,33365.0,Hood,48
48223,15632.0,Hopkins,48
48225,11178.0,Houston,48
48227,15306.0,Howard,48
48229,1593.0,Hudspeth,48
48231,48213.0,Hunt,48
48233,10630.0,Hutchinson,48
48235,918.0,Irion,48
48237,3881.0,Jack,48
48239,8588.0,Jackson,48
48241,15961.0,Jasper,48
48243,1631.0,Jeff Davis,48
48245,109715.0,Jefferson,48
48247,2561.0,Jim Hogg,48
48249,19142.0,Jim Wells,48
48251,80850.0,Johnson,48
48253,7807.0,Jones,48
48255,8125.0,Karnes,48
48257,62837.0,Kaufman,48
48259,23745.0,Kendall,48
48261,266.0,Kenedy,48
48263,605.0,Kent,48
48265,28698.0,Kerr,48
48267,4522.0,Kimble,48
48269,163.0,King,48
48271,2094.0,Kinney,48
48273,14142.0,Kleberg,48
48275,2067.0,Knox,48
48277,32259.0,Lamar,48
48279,7592.0,Lamb,48
48281,9755.0,Lampasas,48
48283,3735.0,La Salle,48
48285,12734.0,Lavaca,48
48287,9365.0,Lee,48
48289,9375.0,Leon,48
48291,38093.0,Liberty,48
48293,11387.0,Limestone,48
48295,1732.0,Lipscomb,48
48297,6236.0,Live Oak,48
48299,17521.0,Llano,48
48301,90.0,Loving,48
48303,135595.0,Lubbock,48
48305,3157.0,Lynn,48
48307,4578.0,McCulloch,48
48309,120526.0,McLennan,48
48311,919.0,McMullen,48
48313,6458.0,Madison,48
48315,4829.0,Marion,48
48317,2309.0,Martin,48
48319,2891.0,Mason,48
48321,20827.0,Matagorda,48
48323,23047.0,Maverick,48
48325,24127.0,Medina,48
48327,2456.0,Menard,48
48329,75024.0,Midland,48
48331,13515.0,Milam,48
48333,3126.0,Mills,48
48335,5090.0,Mitchell,48
48337,10175.0,Montague,48
48339,249557.0,Montgomery,48
48341,8624.0,Moore,48
48343,6144.0,Morris,48
48345,772.0,Motley,48
48347,29076.0,Nacogdoches,48
48349,28298.0,Navarro,48
48351,7131.0,Newton,48
48353,8024.0,Nolan,48
48355,160781.0,Nueces,48
48357,5731.0,Ochiltree,48
48359,1160.0,Oldham,48
48361,44722.0,Orange,48
48363,15811.0,Palo Pinto,48
48365,10834.0,Panola,48
48367,60807.0,Parker,48
48369,4556.0,Parmer,48
48371,6575.0,Pecos,48
48373,25753.0,Polk,48
48375,55354.0,Potter,48
48377,3792.0,Presidio,48
48379,7189.0,Rains,48
48381,63086.0,Randall,48
48383,1738.0,Reagan,48
48385,3048.0,Real,48
48387,4847.0,Red River,48
48389,5751.0,Reeves,48
48391,3613.0,Refugio,48
48393,522.0,Roberts,48
48395,9675.0,Robertson,48
48397,38397.0,Rockwall,48
48399,6288.0,Runnels,48
48401,21329.0,Rusk,48
48403,8175.0,Sabine,48
48405,4276.0,San Augustine,48
48407,16399.0,San Jacinto,48
48409,30702.0,San Patricio,48
48411,3248.0,San Saba,48
48413,1879.0,Schleicher,48
48415,9167.0,Scurry,48
48417,2742.0,Shackelford,48
48419,14352.0,Shelby,48
48421,1233.0,Sherman,48
48423,103850.0,Smith,48
48425,4449.0,Somervell,48
48427,20556.0,Starr,48
48429,4346.0,Stephens,48
48431,733.0,Sterling,48
48433,1066.0,Stonewall,48
48435,2463.0,Sutton,48
48437,4940.0,Swisher,48
48439,778907.0,Tarrant,48
48441,65377.0,Taylor,48
48443,830.0,Terrell,48
48445,4935.0,Terry,48
48447,1199.0,Throckmorton,48
48449,14523.0,Titus,48
48451,54383.0,Tom Green,48
48453,538039.0,Travis,48
48455,9134.0,Trinity,48
48457,11542.0,Tyler,48
48459,19338.0,Upshur,48
48461,2079.0,Upton,48
48463,14487.0,Uvalde,48
48465,22110.0,Val Verde,48
48467,29705.0,Van Zandt,48
48469,43846.0,Victoria,48
48471,31784.0,Walker,48
48473,26703.0,Waller,48
48475,6506.0,Ward,48
48477,16192.0,Washington,48
48479,99988.0,Webb,48
48481,21154.0,Wharton,48
48483,3563.0,Wheeler,48
48485,60641.0,Wichita,48
48487,6213.0,Wilbarger,48
48489,7481.0,Willacy,48
48491,217070.0,Williamson,48
48493,23173.0,Wilson,48
48495,4219.0,Winkler,48
48497,34681.0,Wise,48
48499,25425.0,Wood,48
48501,3901.0,Yoakum,48
48503,10365.0,Young,48
48505,7773.0,Zapata,48
48507,4842.0,Zavala,48
51001,23336.0,Accomack,51
51003,49127.0,Albemarle,51
51005,8641.0,Alleghany,51
51007,5343.0,Amelia,51
51009,14287.0,Amherst,51
51011,7618.0,Appomattox,51
51013,119772.0,Arlington,51
51015,40593.0,Augusta,51
51017,3011.0,Bath,51
51021,3925.0,Bland,51
51023,15215.0,Botetourt,51
51025,7769.0,Brunswick,51
51027,8946.0,Buchanan,51
51029,6304.0,Buckingham,51
51031,23235.0,Campbell,51
51033,14395.0,Caroline,51
51035,15459.0,Carroll,51
51036,3552.0,Charles City,51
51037,5353.0,Charlotte,51
51041,149599.0,Chesterfield,51
51043,6583.0,Clarke,51
51045,2688.0,Craig,51
51047,20068.0,Culpeper,51
51049,5003.0,Cumberland,51
51051,7465.0,Dickenson,51
51053,12372.0,Dinwiddie,51
51057,6546.0,Essex,51
51061,34611.0,Fauquier,51
51063,6589.0,Floyd,51
51065,11725.0,Fluvanna,51
51069,38249.0,Frederick,51
51071,8818.0,Giles,51
51073,18776.0,Gloucester,51
51075,11394.0,Goochland,51
51077,8725.0,Grayson,51
51079,8933.0,Greene,51
51081,4554.0,Greensville,51
51083,17190.0,Halifax,51
51085,48266.0,Hanover,51
51087,128677.0,Henrico,51
51089,26914.0,Henry,51
51091,2105.0,Highland,51
51093,20144.0,Isle of Wight,51
51095,35474.0,James City,51
51097,5743.0,King and Queen,51
51099,10498.0,King George,51
51101,7694.0,King William,51
51103,8040.0,Lancaster,51
51105,11455.0,Lee,51
51107,116324.0,Loudoun,51
51109,19470.0,Louisa,51
51111,6717.0,Lunenburg,51
51113,5688.0,Madison,51
51115,5968.0,Mathews,51
51117,19257.0,Mecklenburg,51
51119,8331.0,Middlesex,51
51121,40355.0,Montgomery,51
51125,11228.0,Nelson,51
51127,9390.0,New Kent,51
51131,8005.0,Northampton,51
51133,8838.0,Northumberland,51
51135,5949.0,Nottoway,51
51137,16749.0,Orange,51
51139,11999.0,Page,51
51141,8225.0,Patrick,51
51143,39812.0,Pittsylvania,51
51145,12166.0,Powhatan,51
51147,7566.0,Prince Edward,51
51149,13748.0,Prince George,51
51153,144999.0,Prince William,51
51155,17164.0,Pulaski,51
51157,3876.0,Rappahannock,51
51163,11995.0,Rockbridge,51
51165,42667.0,Rockingham,51
51167,12279.0,Russell,51
51169,14215.0,Scott,51
51171,21631.0,Shenandoah,51
51173,14910.0,Smyth,51
51175,8916.0,Southampton,51
51177,48803.0,Spotsylvania,51
51179,55724.0,Stafford,51
51181,3482.0,Surry,51
51183,5381.0,Sussex,51
51185,23236.0,Tazewell,51
51187,18002.0,Warren,51
51191,27691.0,Washington,51
51193,14208.0,Westmoreland,51
51195,17002.0,Wise,51
51197,14939.0,Wythe,51
51199,28290.0,York,51
51510,77093.0,Alexandria,51
51520,8526.0,Bristol,51
51530,3211.0,Buena Vista,51
51540,22064.0,Charlottesville,51
51550,99051.0,Chesapeake,51
51570,8692.0,Colonial Heights,51
51580,3471.0,Covington,51
51590,24974.0,Danville,51
51595,2702.0,Emporia,51
51610,6279.0,Falls Church,51
51630,11794.0,Fredericksburg,51
51640,3369.0,Galax,51
51650,62297.0,Hampton,51
51660,18625.0,Harrisonburg,51
51670,11501.0,Hopewell,51
51678,2792.0,Lexington,51
51680,36213.0,Lynchburg,51
51683,15474.0,Manassas,51
51685,5536.0,Manassas Park,51
51690,7179.0,Martinsville,51
51700,86560.0,Newport News,51
51710,103324.0,Norfolk,51
51720,1955.0,Norton,51
51730,17687.0,Petersburg,51
51735,5197.0,Poquoson,51
51740,43945.0,Portsmouth,51
51750,5689.0,Radford,51
51775,11496.0,Salem,51
51790,13295.0,Staunton,51
51800,36525.0,Suffolk,51
51810,28793.0,Virginia Beach,51
51820,10835.0,Waynesboro,51
51830,5751.0,Williamsburg,51
51840,12668.0,Winchester,51
51None,734545.0,Roanoke County,51
