fips,median_weighted_damage,median_recovery_months,max_weighted_damage,max_recovery_months,damage_ratio,recovery_ratio
22061,2009.0,140.98245614035085,16755.0,1175.7894736842106,8.339970134395221,8.339970134395225
22063,20019.0,302.5541561560426,162826.0,2460.846347483081,8.133573105549727,8.13357310554973
22065,38.0,227.999999544,1932.0,11591.999976816,50.8421052631579,50.8421052631579
22067,1663.0,1814.181817522116,10206.0,11133.81817776952,6.1371016235718585,6.137101623571857
22069,1049.5,132.56842104704972,19407.0,2451.410526212572,18.491662696522152,18.49166269652216
22071,140.0,3.1098591547543744,567878.0,9597.938027628286,4056.2714285714287,3086.2934782608695
22073,12498.5,434.73043478260865,32652.0,1135.7217391304348,2.6124734968196184,2.612473496819619
22075,2575.0,351.1363636523244,39680.0,5410.909091155042,15.409708737864078,15.40970873786408
22077,2494.0,498.8,38223.0,7644.6,15.325982357658381,15.325982357658381
22079,3446.5,173.0460250756408,161589.0,8113.255228767655,46.88495575221239,46.88495575221239
22081,1354.0,3249.5999974003203,5697.0,13672.79998906176,4.2075332348596755,4.207533234859675
22083,304.0,135.11111111111111,5778.0,2568.0,19.00657894736842,19.00657894736842
22085,777.0,190.28571430124785,28498.0,6979.10204138605,36.676962676962674,36.676962676962674
22087,642.0,68.78571428817091,46719.0,5005.607143035914,72.77102803738318,72.77102803738319
22089,2702.0,438.1621621384777,107031.0,17356.378377440196,39.61176905995559,39.61176905995559
22091,3027.5,3027.5,13063.0,13063.0,4.314781172584641,4.314781172584641
22093,1794.0,336.3750000210235,54842.0,10282.87500064268,30.569676700111483,30.56967670011148
22095,994.0,195.54098361937972,100139.0,19699.475411127834,100.74346076458752,100.74346076458754
22097,8726.0,737.408450911946,186799.0,15785.830990362205,21.407173962869585,21.407173962869585
22099,4094.0,909.7777777777778,94517.0,21003.777777777777,23.086712261846603,23.086712261846603
22101,1691.5,548.594594653902,82043.0,26608.540543417137,48.50310375406444,48.50310375406444
22103,15222.0,171.6766917228693,263226.0,2968.71428560268,17.29247142294048,17.29247142294048
22105,465.5,5.673732718684839,155929.0,1724.5603686000163,334.97099892588614,303.9551656920078
22109,5017.0,200.68,136208.0,5448.32,27.149292405820212,27.14929240582021
22111,4192.0,25151.999949696,11386.0,68315.99986336801,2.7161259541984735,2.7161259541984735
22113,2783.0,146.4736842105263,91021.0,4790.578947368421,32.70607258354294,32.70607258354294
22115,2055.0,948.4615383156214,54938.0,25355.99999609908,26.733819951338198,26.733819951338198
22117,5079.5,6095.40000243816,51412.0,61694.40002467776,10.121468648489024,10.121468648489024
22119,156.0,52.0,756.0,252.0,4.846153846153846,4.846153846153846
22121,4729.0,394.0833333333333,44749.0,3729.0833333333335,9.462677098752378,9.46267709875238
22125,677.5,169.375,6012.0,1503.0,8.87380073800738,8.87380073800738
22127,1015.0,12180.00004872,7367.0,88404.00035361601,7.258128078817734,7.258128078817735
23001,936.0,31.37430167948316,1611.0,54.00000000603352,1.7211538461538463,1.7211538461538463
23005,2588.0,22.10391459704026,8019.0,68.48967973480133,3.098531684698609,3.098531684698609
23009,492.0,22.27777777777778,980.0,43.55555555555556,1.991869918699187,1.9551122194513715
23011,1073.0,27.991304350260112,1232.0,32.139130437577315,1.1481826654240448,1.1481826654240448
23013,1059.0,79.42500001985624,1322.0,99.1500000247875,1.2483474976392823,1.2483474976392825
23015,704.5,53.506329100378146,2009.0,152.58227844238425,2.85166784953868,2.8516678495386802
23017,9.0,1.0,9.0,1.0,1.0,1.0
23019,1515.0,41.31818181442562,1515.0,41.31818181442562,1.0,1.0
23023,1547.0,96.18652851734436,1765.0,109.7409326652313,1.140917905623788,1.1409179056237881
