fips,earp_months_per_year,num_events,total_recovery_months,mean_recovery_per_event,max_recovery
22087,25.21239867375749,122,37443.78571562285,306.91627635756436,5004.750000178741
22089,68.89243632708718,133,102314.4864809564,769.2818532402737,17356.378377440196
22091,190.4306521,82,282815.0,3448.9634146341464,13063.0
22093,47.69002092673063,117,70826.06250442663,605.3509615762961,10282.87500064268
22095,58.76344148647551,124,87271.57377621335,703.8030143243012,19699.475411127834
22097,116.23690130429209,141,172627.35216130348,1224.3074621369042,15785.830990362205
22099,234.5347961777778,167,348315.55555555556,2085.721889554225,21003.777777777777
22101,105.06770063568204,160,156039.59461146232,975.2474663216395,26598.810813686356
22103,21.579043375279163,127,32047.766916088694,252.34462138652515,2962.3646615427683
22105,3.258354318867218,96,4839.092165721951,50.40721005960365,1724.5603686000163
22107,0.0,0,0.0,,
22109,45.899029108,177,68166.2,385.1197740112994,5434.56
22111,102.13625103572751,6,151685.99969662802,25280.999949438003,68315.99986336801
22113,34.62030768421053,176,51415.78947368421,292.13516746411483,4513.473684210527
22115,147.6979577034311,88,219351.23073548445,2492.6276219941415,25355.99999609908
22117,478.89906971955963,91,711229.2002844916,7815.705497631776,61694.40002467776
22119,0.2154688,4,320.0,80.0,252.0
22121,34.72605159666667,103,51572.833333333336,500.70711974110037,3729.0833333333335
22123,0.0,0,0.0,,
22125,14.48926679,88,21518.5,244.5284090909091,1503.0
22127,351.54812204619253,29,522096.002088384,18003.310416840828,88404.00035361601
23001,0.04225114458572639,2,62.74860335896633,31.374301679483164,54.000000006033524
23005,0.05333427896180335,3,79.20854094781737,26.40284698260579,55.601423503374065
23009,0.02700841555555556,2,40.111111111111114,20.055555555555557,39.111111111111114
23011,0.04116156696004246,3,61.13043478783743,20.37681159594581,32.139130437577315
23013,0.13705835703426458,4,203.5500000508875,50.88750001272187,86.02500002150624
23015,0.12692885161343576,4,188.50632906620092,47.12658226655023,115.6708860466656
23017,0.00067334,1,1.0,1.0,1.0
23019,0.02782118454292535,2,41.31818181442562,20.65909090721281,41.31818181442562
23023,0.1399570333968823,4,207.85492232287152,51.96373058071788,102.15544043567989
23025,0.01077344,1,16.0,16.0,16.0
23027,0.1510353414962139,4,224.3076922449489,56.076923061237224,217.51048944964742
23029,0.01242161552312965,2,18.44776119513121,9.223880597565605,18.44776119513121
23031,0.05856017575757576,3,86.96969696969697,28.98989898989899,70.96969696969697
24003,0.15869946847542576,7,235.68994635017341,33.66999233573906,94.16730624533147
24009,0.5430453766121567,11,806.4950494730101,73.31773177027365,490.3366336439471
24011,1.3410193788921343,9,1991.5932202039596,221.28813557821775,809.6949151993426
24013,0.07246174307692307,3,107.61538461538461,35.87179487179487,63.46153846153846
24015,0.0720892394975425,4,107.06216695509328,26.76554173877332,59.27531083060211
24017,0.03246704,12,48.217898832684824,4.018158236057069,11.206225680933851
24019,2.1835169274074073,12,3242.814814814815,270.2345679012346,861.3333333333334
24021,0.00471338,5,7.0,1.4,3.0
24025,0.13322572751515688,4,197.8580323687244,49.4645080921811,113.33499376770436
24027,0.01666688465313749,5,24.75255391501691,4.9505107830033825,16.467650396528143
24029,0.3805717679695542,7,565.199999954784,80.7428571363977,197.99999998415998
24031,0.00404004,4,6.0,1.5,3.0
24033,0.025498717455015436,9,37.86900741826631,4.207667490918478,10.452397026211372
24035,0.16382362197952205,8,243.29999996958747,30.412499996198434,83.92499998950937
24037,0.7648939128701727,12,1135.9698114922219,94.66415095768515,297.2377358939227
24039,4.919944222442445,13,7306.775510800554,562.0596546769657,2533.4693879619163
24041,0.5870842935222571,9,871.8987339564812,96.8776371062757,543.569620115552
24043,0.0,1,0.0,0.0,0.0
24045,0.9150642156958679,14,1358.992805560145,97.0709146828675,320.37410067332746
24047,1.012532171864407,14,1503.7457627118645,107.41041162227603,329.2881355932203
25001,0.02554080082191781,15,37.93150684931507,2.5287671232876714,9.242009132420092
25003,0.030144913855429202,4,44.76923078300591,11.192307695751477,34.338461549027215
25005,0.03192694768578457,11,47.415789476021885,4.310526316001989,16.40526315875817
25007,0.00538672,7,8.0,1.1428571428571428,3.0
25009,0.008448068139534885,3,12.546511627906977,4.182170542635659,5.127906976744186
25011,0.00134668,2,2.0,1.0,1.0
25013,0.031566714304635764,4,46.88079470198676,11.72019867549669,26.490066225165563
25015,0.013520821548827604,3,20.080229228662493,6.693409742887497,9.111747852047193
25017,0.00471338,8,7.0,0.875,3.0
25021,0.0101001,7,15.0,2.142857142857143,6.0
25023,0.047975609146550524,10,71.25019922557775,7.125019922557774,32.18486056802705
25025,0.00269336,5,4.0,0.8,3.0
25027,0.008357285826946458,6,12.41168774608141,2.068614624346902,3.0
28001,48.08724944,37,71416.0,1930.162162162162,11414.0
28003,0.812358812557649,1,1206.4615388327575,1206.4615388327575,1206.4615388327575
28005,0.0,0,0.0,,
28007,12.793460000000001,5,19000.0,3800.0,10436.0
28009,0.0,0,0.0,,
28011,3.050230201220092,2,4530.000001812,2265.000000906,3540.000001416
28013,0.0,2,0.0,0.0,0.0
28015,0.0,0,0.0,,
